cpm_id	Source	Target	attn_layer_1_avg	attn_layer_2_avg	attn_layer_3_avg
COVID00061	CHP00105	Therapeutic nature	0.0401	0.0622	0.0651
COVID00061	CHP01723	Medicinal flavor	0.0505	0.0596	0.0703
COVID00061	CHP01723	Meridian tropism	0.0232	0.0296	0.034
COVID00061	CHP01723	Therapeutic nature	0.0575	0.0684	0.0814
COVID00061	CHP01771	Medicinal flavor	0.023	0.057	0.067
COVID00061	CHP01771	Meridian tropism	0.0102	0.0284	0.0325
COVID00061	CHP01771	Therapeutic nature	0.0258	0.0657	0.0776
COVID00061	CHP01958	Medicinal flavor	0.1816	0.0715	0.0702
COVID00061	CHP01958	Meridian tropism	0.0781	0.0357	0.034
COVID00061	CHP01958	Therapeutic nature	0.201	0.0809	0.0813
COVID00061	CHP02298	Medicinal flavor	0.1329	0.0884	0.0767
COVID00061	CHP02298	Meridian tropism	0.0529	0.044	0.0372
COVID00061	CHP02298	Therapeutic nature	0.142	0.1005	0.0888
COVID00061	CHP02546	Medicinal flavor	0.0325	0.0539	0.0644
COVID00061	CHP02546	Meridian tropism	0.0156	0.0268	0.0312
COVID00061	CHP02546	Therapeutic nature	0.0379	0.0622	0.0746
COVID00061	CHP04795	Medicinal flavor	0.0252	0.0594	0.0632
COVID00061	CHP04795	Meridian tropism	0.0105	0.0297	0.0306
COVID00061	CHP04795	Therapeutic nature	0.0277	0.0688	0.0732
COVID00061	CHP05162	Medicinal flavor	0.0756	0.0699	0.0692
COVID00061	CHP05162	Meridian tropism	0.0377	0.0348	0.0335
COVID00061	CHP05162	Therapeutic nature	0.0893	0.0806	0.0802
COVID00061	CHP05456	Medicinal flavor	0.0604	0.0573	0.0677
COVID00061	CHP05456	Meridian tropism	0.0288	0.0286	0.0328
COVID00061	CHP05456	Therapeutic nature	0.0698	0.066	0.0784
COVID00061	CHP05477	Medicinal flavor	0.0871	0.0723	0.0719
COVID00061	CHP05477	Meridian tropism	0.043	0.036	0.0348
COVID00061	CHP05477	Therapeutic nature	0.1025	0.0835	0.0833
COVID00061	Medicinal flavor	CHP00105	0.3914	0.3643	0.341
COVID00061	Medicinal flavor	CHP01723	0.1084	0.1134	0.1054
COVID00061	Medicinal flavor	CHP01771	0.1779	0.1707	0.1594
COVID00061	Medicinal flavor	CHP01958	0.1265	0.171	0.1581
COVID00061	Medicinal flavor	CHP02298	0.1455	0.1642	0.1555
COVID00061	Medicinal flavor	CHP02546	0.178	0.172	0.1619
COVID00061	Medicinal flavor	CHP04795	0.2153	0.203	0.1939
COVID00061	Medicinal flavor	CHP05162	0.1607	0.1644	0.1585
COVID00061	Medicinal flavor	CHP05456	0.1936	0.2055	0.1912
COVID00061	Medicinal flavor	CHP05477	0.1336	0.1402	0.136
COVID00061	Medicinal flavor	Meridian tropism	0.0289	0.0375	0.0295
COVID00061	Medicinal flavor	Therapeutic nature	0.0697	0.0854	0.0706
COVID00061	Meridian tropism	CHP01723	0.1134	0.1128	0.1111
COVID00061	Meridian tropism	CHP01771	0.1867	0.1724	0.1681
COVID00061	Meridian tropism	CHP01958	0.1295	0.1699	0.1667
COVID00061	Meridian tropism	CHP02298	0.1468	0.1633	0.1639
COVID00061	Meridian tropism	CHP02546	0.1914	0.1752	0.1707
COVID00061	Meridian tropism	CHP04795	0.2242	0.2084	0.2044
COVID00061	Meridian tropism	CHP05162	0.1714	0.1671	0.1671
COVID00061	Meridian tropism	CHP05456	0.2033	0.2095	0.2016
COVID00061	Meridian tropism	CHP05477	0.1421	0.1429	0.1434
COVID00061	Meridian tropism	Medicinal flavor	0.0609	0.0814	0.0643
COVID00061	Meridian tropism	Therapeutic nature	0.0708	0.0918	0.0744
COVID00061	Therapeutic nature	CHP00105	0.3776	0.355	0.3447
COVID00061	Therapeutic nature	CHP01723	0.1038	0.1084	0.1065
COVID00061	Therapeutic nature	CHP01771	0.1706	0.164	0.1611
COVID00061	Therapeutic nature	CHP01958	0.1197	0.1634	0.1598
COVID00061	Therapeutic nature	CHP02298	0.1366	0.1569	0.1572
COVID00061	Therapeutic nature	CHP02546	0.175	0.1657	0.1637
COVID00061	Therapeutic nature	CHP04795	0.2056	0.1961	0.196
COVID00061	Therapeutic nature	CHP05162	0.1554	0.1583	0.1602
COVID00061	Therapeutic nature	CHP05456	0.1857	0.198	0.1933
COVID00061	Therapeutic nature	CHP05477	0.129	0.1351	0.1375
COVID00061	Therapeutic nature	Medicinal flavor	0.0564	0.074	0.0616
COVID00061	Therapeutic nature	Meridian tropism	0.0272	0.037	0.0299
COVID00061	CHP00105	CHP00105	0.231	0.2807	0.3144
COVID00061	CHP01723	CHP01723	0.1072	0.1011	0.1215
COVID00061	CHP01771	CHP01771	0.0913	0.1481	0.1753
COVID00061	CHP01958	CHP01958	0.3654	0.1558	0.182
COVID00061	CHP02298	CHP02298	0.2773	0.189	0.1957
COVID00061	CHP02546	CHP02546	0.0863	0.1398	0.171
COVID00061	CHP04795	CHP04795	0.1306	0.1841	0.2012
COVID00061	CHP05162	CHP05162	0.1697	0.176	0.18
COVID00061	CHP05456	CHP05456	0.214	0.1776	0.2124
COVID00061	CHP05477	CHP05477	0.1777	0.1559	0.1604
COVID00061	Medicinal flavor	Medicinal flavor	0.0598	0.0752	0.061
COVID00061	Meridian tropism	Meridian tropism	0.0292	0.0406	0.0311
COVID00061	Therapeutic nature	Therapeutic nature	0.0657	0.0839	0.0713
COVID00063	CHP00513	Medicinal flavor	0.0471	0.049	0.0634
COVID00063	CHP00513	Meridian tropism	0.0236	0.0282	0.0349
COVID00063	CHP00513	Therapeutic nature	0.0592	0.0623	0.0843
COVID00063	CHP00608	Medicinal flavor	0.116	0.0715	0.0614
COVID00063	CHP00608	Meridian tropism	0.053	0.0419	0.0337
COVID00063	CHP00608	Therapeutic nature	0.1396	0.0902	0.0815
COVID00063	CHP01118	Medicinal flavor	0.0633	0.0578	0.0641
COVID00063	CHP01118	Meridian tropism	0.0288	0.0333	0.0352
COVID00063	CHP01118	Therapeutic nature	0.0764	0.0734	0.0852
COVID00063	CHP01246	Medicinal flavor	0.0338	0.0509	0.0618
COVID00063	CHP01246	Meridian tropism	0.0209	0.0295	0.034
COVID00063	CHP01246	Therapeutic nature	0.0461	0.0646	0.082
COVID00063	CHP02546	Medicinal flavor	0.0343	0.0472	0.0595
COVID00063	CHP02546	Meridian tropism	0.0196	0.0273	0.0327
COVID00063	CHP02546	Therapeutic nature	0.044	0.0599	0.079
COVID00063	CHP03423	Medicinal flavor	0.0467	0.0592	0.0622
COVID00063	CHP03423	Meridian tropism	0.0293	0.0346	0.0342
COVID00063	CHP03423	Therapeutic nature	0.0628	0.075	0.0826
COVID00063	CHP04173	Medicinal flavor	0.1171	0.0594	0.0638
COVID00063	CHP04173	Meridian tropism	0.0802	0.0348	0.0351
COVID00063	CHP04173	Therapeutic nature	0.1699	0.0752	0.0847
COVID00063	CHP04795	Medicinal flavor	0.0273	0.0499	0.0598
COVID00063	CHP04795	Meridian tropism	0.0178	0.0291	0.0329
COVID00063	CHP04795	Therapeutic nature	0.0382	0.0632	0.0795
COVID00063	CHP05456	Medicinal flavor	0.0795	0.0613	0.0652
COVID00063	CHP05456	Meridian tropism	0.0484	0.0355	0.0358
COVID00063	CHP05456	Therapeutic nature	0.1061	0.0777	0.0866
COVID00063	CHP06191	Medicinal flavor	0.0605	0.0526	0.0619
COVID00063	CHP06191	Meridian tropism	0.04	0.0304	0.034
COVID00063	CHP06191	Therapeutic nature	0.0837	0.0666	0.0822
COVID00063	Medicinal flavor	CHP00513	0.1107	0.1131	0.1089
COVID00063	Medicinal flavor	CHP00608	0.1558	0.1652	0.1587
COVID00063	Medicinal flavor	CHP01118	0.1404	0.145	0.1368
COVID00063	Medicinal flavor	CHP01246	0.1508	0.1472	0.1368
COVID00063	Medicinal flavor	CHP02546	0.1774	0.1746	0.1584
COVID00063	Medicinal flavor	CHP03423	0.2485	0.2594	0.2258
COVID00063	Medicinal flavor	CHP04173	0.1406	0.17	0.156
COVID00063	Medicinal flavor	CHP04795	0.2224	0.2103	0.1879
COVID00063	Medicinal flavor	CHP05456	0.182	0.2038	0.1837
COVID00063	Medicinal flavor	CHP06191	0.1588	0.1724	0.157
COVID00063	Medicinal flavor	Meridian tropism	0.028	0.0443	0.0238
COVID00063	Medicinal flavor	Therapeutic nature	0.06	0.0956	0.0576
COVID00063	Meridian tropism	CHP00513	0.1075	0.1152	0.1029
COVID00063	Meridian tropism	CHP00608	0.1423	0.1694	0.1501
COVID00063	Meridian tropism	CHP01118	0.1313	0.1478	0.1293
COVID00063	Meridian tropism	CHP01246	0.1412	0.1504	0.1293
COVID00063	Meridian tropism	CHP02546	0.1735	0.1786	0.1498
COVID00063	Meridian tropism	CHP03423	0.2494	0.2659	0.2135
COVID00063	Meridian tropism	CHP04173	0.1325	0.1743	0.1475
COVID00063	Meridian tropism	CHP04795	0.2082	0.2151	0.1777
COVID00063	Meridian tropism	CHP05456	0.1735	0.208	0.1737
COVID00063	Meridian tropism	CHP06191	0.1617	0.1762	0.1485
COVID00063	Meridian tropism	Medicinal flavor	0.0416	0.0766	0.041
COVID00063	Meridian tropism	Therapeutic nature	0.0558	0.0969	0.0545
COVID00063	Therapeutic nature	CHP00513	0.109	0.1177	0.1143
COVID00063	Therapeutic nature	CHP00608	0.1516	0.1719	0.1666
COVID00063	Therapeutic nature	CHP01118	0.1364	0.1509	0.1436
COVID00063	Therapeutic nature	CHP01246	0.1476	0.1531	0.1436
COVID00063	Therapeutic nature	CHP02546	0.1752	0.1818	0.1663
COVID00063	Therapeutic nature	CHP03423	0.2452	0.2698	0.237
COVID00063	Therapeutic nature	CHP04173	0.1381	0.1769	0.1637
COVID00063	Therapeutic nature	CHP04795	0.218	0.2188	0.1973
COVID00063	Therapeutic nature	CHP05456	0.1775	0.212	0.1928
COVID00063	Therapeutic nature	CHP06191	0.158	0.1794	0.1649
COVID00063	Therapeutic nature	Medicinal flavor	0.043	0.0788	0.0455
COVID00063	Therapeutic nature	Meridian tropism	0.0271	0.0462	0.025
COVID00063	CHP00513	CHP00513	0.1352	0.0776	0.1593
COVID00063	CHP00608	CHP00608	0.2659	0.1548	0.2245
COVID00063	CHP01118	CHP01118	0.198	0.1129	0.2023
COVID00063	CHP01246	CHP01246	0.1274	0.1013	0.1949
COVID00063	CHP02546	CHP02546	0.1231	0.1118	0.2174
COVID00063	CHP03423	CHP03423	0.2568	0.2049	0.3237
COVID00063	CHP04173	CHP04173	0.3158	0.1346	0.2294
COVID00063	CHP04795	CHP04795	0.1432	0.1406	0.2593
COVID00063	CHP05456	CHP05456	0.2935	0.168	0.2761
COVID00063	CHP06191	CHP06191	0.201	0.1234	0.2241
COVID00063	Medicinal flavor	Medicinal flavor	0.0441	0.0756	0.0434
COVID00063	Meridian tropism	Meridian tropism	0.0256	0.0446	0.0225
COVID00063	Therapeutic nature	Therapeutic nature	0.0582	0.0995	0.0605
COVID00062	CHP01958	Medicinal flavor	0.1327	0.0592	0.0609
COVID00062	CHP01958	Meridian tropism	0.0701	0.0356	0.0337
COVID00062	CHP01958	Therapeutic nature	0.1782	0.0788	0.0882
COVID00062	CHP02606	Medicinal flavor	0.0876	0.0811	0.065
COVID00062	CHP02606	Meridian tropism	0.0487	0.0495	0.0359
COVID00062	CHP02606	Therapeutic nature	0.1327	0.1098	0.0942
COVID00062	CHP04174	Medicinal flavor	0.0434	0.0434	0.0584
COVID00062	CHP04174	Meridian tropism	0.0234	0.0262	0.0323
COVID00062	CHP04174	Therapeutic nature	0.063	0.0582	0.0845
COVID00062	CHP04419	Medicinal flavor	0.0524	0.0628	0.0618
COVID00062	CHP04419	Meridian tropism	0.0302	0.0383	0.0341
COVID00062	CHP04419	Therapeutic nature	0.0806	0.085	0.0894
COVID00062	CHP04458	Medicinal flavor	0.0679	0.0473	0.0644
COVID00062	CHP04458	Meridian tropism	0.0375	0.0286	0.0356
COVID00062	CHP04458	Therapeutic nature	0.1017	0.0635	0.0932
COVID00062	CHP04795	Medicinal flavor	0.0219	0.0381	0.0575
COVID00062	CHP04795	Meridian tropism	0.0116	0.0231	0.0318
COVID00062	CHP04795	Therapeutic nature	0.0296	0.0513	0.0832
COVID00062	CHP05574	Medicinal flavor	0.053	0.0436	0.0645
COVID00062	CHP05574	Meridian tropism	0.0285	0.0264	0.0357
COVID00062	CHP05574	Therapeutic nature	0.0777	0.0586	0.0935
COVID00062	CHP06155	Medicinal flavor	0.0573	0.0273	0.0595
COVID00062	CHP06155	Meridian tropism	0.0325	0.0171	0.0329
COVID00062	CHP06155	Therapeutic nature	0.0849	0.0376	0.0862
COVID00062	CHP06159	Medicinal flavor	0.0355	0.0388	0.0611
COVID00062	CHP06159	Meridian tropism	0.0186	0.0234	0.0338
COVID00062	CHP06159	Therapeutic nature	0.0481	0.052	0.0885
COVID00062	CHP06191	Medicinal flavor	0.0384	0.0383	0.0588
COVID00062	CHP06191	Meridian tropism	0.0204	0.0232	0.0325
COVID00062	CHP06191	Therapeutic nature	0.053	0.0514	0.0851
COVID00062	Medicinal flavor	CHP01958	0.1223	0.1649	0.1439
COVID00062	Medicinal flavor	CHP02606	0.1216	0.1355	0.1235
COVID00062	Medicinal flavor	CHP04174	0.1997	0.2105	0.1671
COVID00062	Medicinal flavor	CHP04419	0.1328	0.1397	0.1253
COVID00062	Medicinal flavor	CHP04458	0.1167	0.1233	0.1118
COVID00062	Medicinal flavor	CHP04795	0.2217	0.213	0.168
COVID00062	Medicinal flavor	CHP05574	0.1393	0.1416	0.1258
COVID00062	Medicinal flavor	CHP06155	0.1517	0.1789	0.1423
COVID00062	Medicinal flavor	CHP06159	0.1703	0.1711	0.1438
COVID00062	Medicinal flavor	CHP06191	0.168	0.1753	0.1429
COVID00062	Medicinal flavor	Meridian tropism	0.0192	0.0517	0.0148
COVID00062	Medicinal flavor	Therapeutic nature	0.0506	0.1144	0.0388
COVID00062	Meridian tropism	CHP01958	0.1276	0.1891	0.1247
COVID00062	Meridian tropism	CHP02606	0.1206	0.1575	0.107
COVID00062	Meridian tropism	CHP04174	0.1985	0.243	0.1448
COVID00062	Meridian tropism	CHP04419	0.1327	0.1622	0.1086
COVID00062	Meridian tropism	CHP04458	0.1156	0.1425	0.0969
COVID00062	Meridian tropism	CHP04795	0.2223	0.2463	0.1456
COVID00062	Meridian tropism	CHP05574	0.1386	0.1635	0.109
COVID00062	Meridian tropism	CHP06155	0.1524	0.2073	0.1233
COVID00062	Meridian tropism	CHP06159	0.1708	0.1974	0.1246
COVID00062	Meridian tropism	CHP06191	0.169	0.2031	0.1238
COVID00062	Meridian tropism	Medicinal flavor	0.0355	0.0988	0.0232
COVID00062	Meridian tropism	Therapeutic nature	0.0505	0.1325	0.0336
COVID00062	Therapeutic nature	CHP01958	0.1194	0.1527	0.1544
COVID00062	Therapeutic nature	CHP02606	0.119	0.127	0.1324
COVID00062	Therapeutic nature	CHP04174	0.1937	0.196	0.1792
COVID00062	Therapeutic nature	CHP04419	0.1301	0.1307	0.1345
COVID00062	Therapeutic nature	CHP04458	0.1156	0.1149	0.12
COVID00062	Therapeutic nature	CHP04795	0.214	0.1986	0.1803
COVID00062	Therapeutic nature	CHP05574	0.1354	0.1318	0.135
COVID00062	Therapeutic nature	CHP06155	0.1484	0.1671	0.1527
COVID00062	Therapeutic nature	CHP06159	0.1644	0.1592	0.1543
COVID00062	Therapeutic nature	CHP06191	0.1622	0.1638	0.1532
COVID00062	Therapeutic nature	Medicinal flavor	0.0349	0.0796	0.0287
COVID00062	Therapeutic nature	Meridian tropism	0.0188	0.0483	0.0159
COVID00062	CHP01958	CHP01958	0.3755	0.1149	0.3274
COVID00062	CHP02606	CHP02606	0.2759	0.1295	0.2997
COVID00062	CHP04174	CHP04174	0.2095	0.1075	0.3641
COVID00062	CHP04419	CHP04419	0.2061	0.1035	0.289
COVID00062	CHP04458	CHP04458	0.1885	0.0688	0.2687
COVID00062	CHP04795	CHP04795	0.1197	0.0958	0.3605
COVID00062	CHP05574	CHP05574	0.1707	0.0728	0.3031
COVID00062	CHP06155	CHP06155	0.2434	0.0604	0.3161
COVID00062	CHP06159	CHP06159	0.153	0.0776	0.328
COVID00062	CHP06191	CHP06191	0.1636	0.0793	0.3134
COVID00062	Medicinal flavor	Medicinal flavor	0.0356	0.085	0.0268
COVID00062	Meridian tropism	Meridian tropism	0.0192	0.0599	0.0128
COVID00062	Therapeutic nature	Therapeutic nature	0.0494	0.1068	0.0416
COVID00066	CHP01723	Medicinal flavor	0.1156	0.1516	0.1664
COVID00066	CHP01723	Meridian tropism	0.0439	0.0628	0.0663
COVID00066	CHP01723	Therapeutic nature	0.1156	0.1516	0.1664
COVID00066	CHP01958	Medicinal flavor	0.3157	0.1675	0.1699
COVID00066	CHP01958	Meridian tropism	0.122	0.0701	0.0677
COVID00066	CHP01958	Therapeutic nature	0.3157	0.1675	0.1699
COVID00066	CHP02298	Medicinal flavor	0.1516	0.1548	0.1694
COVID00066	CHP02298	Meridian tropism	0.0656	0.0642	0.0675
COVID00066	CHP02298	Therapeutic nature	0.1516	0.1548	0.1694
COVID00066	Medicinal flavor	CHP01723	0.121	0.1122	0.1141
COVID00066	Medicinal flavor	CHP01958	0.1436	0.1674	0.1695
COVID00066	Medicinal flavor	CHP02298	0.1768	0.1693	0.1696
COVID00066	Medicinal flavor	Meridian tropism	0.0598	0.0733	0.0665
COVID00066	Medicinal flavor	Therapeutic nature	0.1436	0.175	0.1669
COVID00066	Meridian tropism	CHP01723	0.1104	0.1129	0.1097
COVID00066	Meridian tropism	CHP01958	0.1336	0.1683	0.1629
COVID00066	Meridian tropism	CHP02298	0.162	0.1702	0.163
COVID00066	Meridian tropism	Medicinal flavor	0.1334	0.1761	0.1605
COVID00066	Meridian tropism	Therapeutic nature	0.1334	0.1761	0.1605
COVID00066	Therapeutic nature	CHP01723	0.1168	0.1122	0.1141
COVID00066	Therapeutic nature	CHP01958	0.14	0.1674	0.1695
COVID00066	Therapeutic nature	CHP02298	0.1706	0.1693	0.1696
COVID00066	Therapeutic nature	Medicinal flavor	0.14	0.175	0.1669
COVID00066	Therapeutic nature	Meridian tropism	0.0584	0.0733	0.0665
COVID00066	CHP01723	CHP01723	0.0994	0.0982	0.1137
COVID00066	CHP01958	CHP01958	0.3154	0.1602	0.1725
COVID00066	CHP02298	CHP02298	0.1668	0.1508	0.172
COVID00066	Medicinal flavor	Medicinal flavor	0.1436	0.175	0.1669
COVID00066	Meridian tropism	Meridian tropism	0.0554	0.0738	0.0639
COVID00066	Therapeutic nature	Therapeutic nature	0.14	0.175	0.1669
COVID00064	CHP00142	Medicinal flavor	0.1052	0.0605	0.0475
COVID00064	CHP00142	Meridian tropism	0.0666	0.0348	0.0258
COVID00064	CHP00142	Therapeutic nature	0.1573	0.0834	0.0663
COVID00064	CHP00162	Medicinal flavor	0.0274	0.0297	0.0444
COVID00064	CHP00162	Meridian tropism	0.017	0.0171	0.0241
COVID00064	CHP00162	Therapeutic nature	0.0396	0.041	0.062
COVID00064	CHP00209	Medicinal flavor	0.0274	0.042	0.0469
COVID00064	CHP00209	Meridian tropism	0.0164	0.0241	0.0255
COVID00064	CHP00209	Therapeutic nature	0.039	0.0578	0.0655
COVID00064	CHP00274	Medicinal flavor	0.0342	0.0422	0.0489
COVID00064	CHP00274	Meridian tropism	0.0217	0.0243	0.0266
COVID00064	CHP00274	Therapeutic nature	0.0512	0.0582	0.0683
COVID00064	CHP00361	Medicinal flavor	0.0339	0.0407	0.0475
COVID00064	CHP00361	Meridian tropism	0.0205	0.0234	0.0259
COVID00064	CHP00361	Therapeutic nature	0.049	0.0561	0.0664
COVID00064	CHP00608	Medicinal flavor	0.0557	0.0483	0.0474
COVID00064	CHP00608	Meridian tropism	0.033	0.0277	0.0258
COVID00064	CHP00608	Therapeutic nature	0.0798	0.0664	0.0663
COVID00064	CHP01118	Medicinal flavor	0.0381	0.0418	0.0454
COVID00064	CHP01118	Meridian tropism	0.0224	0.024	0.0247
COVID00064	CHP01118	Therapeutic nature	0.0542	0.0576	0.0634
COVID00064	CHP01508	Medicinal flavor	0.0299	0.0417	0.0469
COVID00064	CHP01508	Meridian tropism	0.0181	0.024	0.0255
COVID00064	CHP01508	Therapeutic nature	0.0432	0.0575	0.0656
COVID00064	CHP01771	Medicinal flavor	0.0366	0.0427	0.0476
COVID00064	CHP01771	Meridian tropism	0.0219	0.0246	0.0259
COVID00064	CHP01771	Therapeutic nature	0.052	0.0587	0.0666
COVID00064	CHP02017	Medicinal flavor	0.0759	0.0468	0.0467
COVID00064	CHP02017	Meridian tropism	0.0466	0.027	0.0254
COVID00064	CHP02017	Therapeutic nature	0.1097	0.0646	0.0652
COVID00064	CHP03683	Medicinal flavor	0.0378	0.0391	0.0463
COVID00064	CHP03683	Meridian tropism	0.0217	0.0224	0.0252
COVID00064	CHP03683	Therapeutic nature	0.0528	0.0538	0.0647
COVID00064	CHP05679	Medicinal flavor	0.055	0.0442	0.0485
COVID00064	CHP05679	Meridian tropism	0.0321	0.0254	0.0264
COVID00064	CHP05679	Therapeutic nature	0.0774	0.0608	0.0677
COVID00064	CHP06090	Medicinal flavor	0.0373	0.043	0.0465
COVID00064	CHP06090	Meridian tropism	0.022	0.0247	0.0253
COVID00064	CHP06090	Therapeutic nature	0.053	0.0593	0.065
COVID00064	Medicinal flavor	CHP00142	0.135	0.1738	0.1597
COVID00064	Medicinal flavor	CHP00162	0.1762	0.196	0.1631
COVID00064	Medicinal flavor	CHP00209	0.1484	0.1584	0.1389
COVID00064	Medicinal flavor	CHP00274	0.1674	0.1841	0.1586
COVID00064	Medicinal flavor	CHP00361	0.1688	0.1849	0.1596
COVID00064	Medicinal flavor	CHP00608	0.1557	0.1847	0.1609
COVID00064	Medicinal flavor	CHP01118	0.1422	0.1612	0.1406
COVID00064	Medicinal flavor	CHP01508	0.1273	0.1389	0.1226
COVID00064	Medicinal flavor	CHP01771	0.1713	0.1881	0.1607
COVID00064	Medicinal flavor	CHP02017	0.1724	0.2163	0.1891
COVID00064	Medicinal flavor	CHP03683	0.1691	0.19	0.1617
COVID00064	Medicinal flavor	CHP05679	0.1638	0.1871	0.1601
COVID00064	Medicinal flavor	CHP06090	0.1445	0.1608	0.14
COVID00064	Medicinal flavor	Meridian tropism	0.02	0.0334	0.0193
COVID00064	Medicinal flavor	Therapeutic nature	0.048	0.0799	0.0495
COVID00064	Meridian tropism	CHP00142	0.1314	0.1545	0.1522
COVID00064	Meridian tropism	CHP00162	0.1708	0.174	0.1555
COVID00064	Meridian tropism	CHP00209	0.1438	0.1406	0.1323
COVID00064	Meridian tropism	CHP00274	0.1638	0.1636	0.1512
COVID00064	Meridian tropism	CHP00361	0.1642	0.1643	0.1521
COVID00064	Meridian tropism	CHP00608	0.1514	0.1638	0.1533
COVID00064	Meridian tropism	CHP01118	0.1372	0.1432	0.134
COVID00064	Meridian tropism	CHP01508	0.1236	0.1233	0.1169
COVID00064	Meridian tropism	CHP01771	0.1653	0.1668	0.1532
COVID00064	Meridian tropism	CHP02017	0.1674	0.1924	0.1802
COVID00064	Meridian tropism	CHP03683	0.1636	0.1686	0.1541
COVID00064	Meridian tropism	CHP05679	0.1577	0.1659	0.1526
COVID00064	Meridian tropism	CHP06090	0.1399	0.1427	0.1334
COVID00064	Meridian tropism	Medicinal flavor	0.033	0.0516	0.0337
COVID00064	Meridian tropism	Therapeutic nature	0.047	0.071	0.0471
COVID00064	Therapeutic nature	CHP00142	0.1349	0.1612	0.1624
COVID00064	Therapeutic nature	CHP00162	0.1716	0.1817	0.1659
COVID00064	Therapeutic nature	CHP00209	0.1442	0.1468	0.1413
COVID00064	Therapeutic nature	CHP00274	0.1644	0.1707	0.1614
COVID00064	Therapeutic nature	CHP00361	0.1653	0.1715	0.1623
COVID00064	Therapeutic nature	CHP00608	0.153	0.1711	0.1636
COVID00064	Therapeutic nature	CHP01118	0.1395	0.1494	0.1431
COVID00064	Therapeutic nature	CHP01508	0.1242	0.1288	0.1247
COVID00064	Therapeutic nature	CHP01771	0.1654	0.1742	0.1635
COVID00064	Therapeutic nature	CHP02017	0.1658	0.2007	0.1923
COVID00064	Therapeutic nature	CHP03683	0.1651	0.176	0.1645
COVID00064	Therapeutic nature	CHP05679	0.1566	0.1733	0.1629
COVID00064	Therapeutic nature	CHP06090	0.1409	0.149	0.1424
COVID00064	Therapeutic nature	Medicinal flavor	0.0328	0.0538	0.036
COVID00064	Therapeutic nature	Meridian tropism	0.0194	0.031	0.0196
COVID00064	CHP00142	CHP00142	0.3325	0.182	0.214
COVID00064	CHP00162	CHP00162	0.1396	0.1001	0.2045
COVID00064	CHP00209	CHP00209	0.1277	0.1147	0.1839
COVID00064	CHP00274	CHP00274	0.1734	0.1341	0.219
COVID00064	CHP00361	CHP00361	0.1687	0.1302	0.2143
COVID00064	CHP00608	CHP00608	0.2369	0.1528	0.2156
COVID00064	CHP01118	CHP01118	0.1693	0.1167	0.1802
COVID00064	CHP01508	CHP01508	0.1268	0.1002	0.1626
COVID00064	CHP01771	CHP01771	0.1676	0.1372	0.2163
COVID00064	CHP02017	CHP02017	0.3221	0.1742	0.2493
COVID00064	CHP03683	CHP03683	0.1748	0.1282	0.2115
COVID00064	CHP05679	CHP05679	0.2067	0.1418	0.2192
COVID00064	CHP06090	CHP06090	0.155	0.1196	0.1839
COVID00064	Medicinal flavor	Medicinal flavor	0.0335	0.058	0.0354
COVID00064	Meridian tropism	Meridian tropism	0.0195	0.0296	0.0184
COVID00064	Therapeutic nature	Therapeutic nature	0.0468	0.0741	0.0503
COVID00069	CHP00303	Medicinal flavor	0.0524	0.0578	0.0698
COVID00069	CHP00303	Meridian tropism	0.0276	0.0357	0.0395
COVID00069	CHP00303	Therapeutic nature	0.0684	0.0738	0.0945
COVID00069	CHP01118	Medicinal flavor	0.0519	0.056	0.0776
COVID00069	CHP01118	Meridian tropism	0.0257	0.0346	0.0438
COVID00069	CHP01118	Therapeutic nature	0.0656	0.0716	0.1049
COVID00069	CHP01771	Medicinal flavor	0.0255	0.0486	0.0716
COVID00069	CHP01771	Meridian tropism	0.0134	0.03	0.0405
COVID00069	CHP01771	Therapeutic nature	0.0317	0.0623	0.0969
COVID00069	CHP01958	Medicinal flavor	0.2072	0.0762	0.0796
COVID00069	CHP01958	Meridian tropism	0.1109	0.0473	0.045
COVID00069	CHP01958	Therapeutic nature	0.2572	0.0967	0.1077
COVID00069	CHP02017	Medicinal flavor	0.0682	0.0583	0.061
COVID00069	CHP02017	Meridian tropism	0.0388	0.0361	0.0344
COVID00069	CHP02017	Therapeutic nature	0.0892	0.0744	0.0825
COVID00069	CHP02546	Medicinal flavor	0.0281	0.0476	0.0636
COVID00069	CHP02546	Meridian tropism	0.0161	0.0294	0.036
COVID00069	CHP02546	Therapeutic nature	0.0368	0.061	0.0861
COVID00069	CHP03135	Medicinal flavor	0.1429	0.0757	0.0798
COVID00069	CHP03135	Meridian tropism	0.068	0.0467	0.0451
COVID00069	CHP03135	Therapeutic nature	0.1774	0.0965	0.1079
COVID00069	CHP04795	Medicinal flavor	0.0306	0.0488	0.0663
COVID00069	CHP04795	Meridian tropism	0.0161	0.0302	0.0375
COVID00069	CHP04795	Therapeutic nature	0.0376	0.0628	0.0897
COVID00069	CHP06191	Medicinal flavor	0.0586	0.0517	0.0661
COVID00069	CHP06191	Meridian tropism	0.0326	0.032	0.0374
COVID00069	CHP06191	Therapeutic nature	0.0744	0.0662	0.0894
COVID00069	Medicinal flavor	CHP00303	0.1335	0.134	0.1235
COVID00069	Medicinal flavor	CHP01118	0.1419	0.1307	0.1205
COVID00069	Medicinal flavor	CHP01771	0.1783	0.1573	0.1398
COVID00069	Medicinal flavor	CHP01958	0.1124	0.1506	0.1353
