cpm_id	Source	Target	attn_layer_1_avg	attn_layer_2_avg	attn_layer_3_avg
COVID00069	Medicinal flavor	CHP02017	0.1813	0.1986	0.1696
COVID00069	Medicinal flavor	CHP02546	0.1758	0.1631	0.144
COVID00069	Medicinal flavor	CHP03135	0.1447	0.1494	0.1352
COVID00069	Medicinal flavor	CHP04795	0.2175	0.1942	0.166
COVID00069	Medicinal flavor	CHP06191	0.1598	0.1618	0.1425
COVID00069	Medicinal flavor	Meridian tropism	0.0238	0.0494	0.019
COVID00069	Medicinal flavor	Therapeutic nature	0.055	0.1014	0.0456
COVID00069	Meridian tropism	CHP00303	0.1378	0.163	0.1199
COVID00069	Meridian tropism	CHP01118	0.1342	0.1587	0.117
COVID00069	Meridian tropism	CHP01771	0.1782	0.1914	0.1357
COVID00069	Meridian tropism	CHP01958	0.1161	0.1826	0.1314
COVID00069	Meridian tropism	CHP02017	0.1844	0.2426	0.1647
COVID00069	Meridian tropism	CHP02546	0.1792	0.199	0.1398
COVID00069	Meridian tropism	CHP03135	0.1325	0.1807	0.1313
COVID00069	Meridian tropism	CHP04795	0.2123	0.2371	0.1611
COVID00069	Meridian tropism	CHP06191	0.1632	0.1973	0.1383
COVID00069	Meridian tropism	Medicinal flavor	0.0423	0.0989	0.0327
COVID00069	Meridian tropism	Therapeutic nature	0.0534	0.1253	0.0442
COVID00069	Therapeutic nature	CHP00303	0.1335	0.1422	0.1375
COVID00069	Therapeutic nature	CHP01118	0.1375	0.1386	0.1342
COVID00069	Therapeutic nature	CHP01771	0.1743	0.167	0.1557
COVID00069	Therapeutic nature	CHP01958	0.1105	0.1598	0.1508
COVID00069	Therapeutic nature	CHP02017	0.1784	0.2112	0.189
COVID00069	Therapeutic nature	CHP02546	0.1726	0.1733	0.1604
COVID00069	Therapeutic nature	CHP03135	0.139	0.1577	0.1507
COVID00069	Therapeutic nature	CHP04795	0.2119	0.2064	0.1849
COVID00069	Therapeutic nature	CHP06191	0.1572	0.1719	0.1587
COVID00069	Therapeutic nature	Medicinal flavor	0.042	0.0852	0.0375
COVID00069	Therapeutic nature	Meridian tropism	0.0229	0.0527	0.0212
COVID00069	CHP00303	CHP00303	0.186	0.1007	0.256
COVID00069	CHP01118	CHP01118	0.184	0.0959	0.2774
COVID00069	CHP01771	CHP01771	0.113	0.1016	0.2973
COVID00069	CHP01958	CHP01958	0.4288	0.1417	0.3198
COVID00069	CHP02017	CHP02017	0.2747	0.149	0.307
COVID00069	CHP02546	CHP02546	0.1176	0.1025	0.272
COVID00069	CHP03135	CHP03135	0.3186	0.1507	0.3202
COVID00069	CHP04795	CHP04795	0.146	0.1252	0.3269
COVID00069	CHP06191	CHP06191	0.1967	0.1097	0.2797
COVID00069	Medicinal flavor	Medicinal flavor	0.0432	0.0798	0.0337
COVID00069	Meridian tropism	Meridian tropism	0.0226	0.0612	0.0185
COVID00069	Therapeutic nature	Therapeutic nature	0.0532	0.1082	0.0508
COVID00065	CHP01723	Medicinal flavor	0.1156	0.1516	0.1664
COVID00065	CHP01723	Meridian tropism	0.0439	0.0628	0.0663
COVID00065	CHP01723	Therapeutic nature	0.1156	0.1516	0.1664
COVID00065	CHP01958	Medicinal flavor	0.3157	0.1675	0.1699
COVID00065	CHP01958	Meridian tropism	0.122	0.0701	0.0677
COVID00065	CHP01958	Therapeutic nature	0.3157	0.1675	0.1699
COVID00065	CHP02298	Medicinal flavor	0.1516	0.1548	0.1694
COVID00065	CHP02298	Meridian tropism	0.0656	0.0642	0.0675
COVID00065	CHP02298	Therapeutic nature	0.1516	0.1548	0.1694
COVID00065	Medicinal flavor	CHP01723	0.121	0.1122	0.1141
COVID00065	Medicinal flavor	CHP01958	0.1436	0.1674	0.1695
COVID00065	Medicinal flavor	CHP02298	0.1768	0.1693	0.1696
COVID00065	Medicinal flavor	Meridian tropism	0.0598	0.0733	0.0665
COVID00065	Medicinal flavor	Therapeutic nature	0.1436	0.175	0.1669
COVID00065	Meridian tropism	CHP01723	0.1104	0.1129	0.1097
COVID00065	Meridian tropism	CHP01958	0.1336	0.1683	0.1629
COVID00065	Meridian tropism	CHP02298	0.162	0.1702	0.163
COVID00065	Meridian tropism	Medicinal flavor	0.1334	0.1761	0.1605
COVID00065	Meridian tropism	Therapeutic nature	0.1334	0.1761	0.1605
COVID00065	Therapeutic nature	CHP01723	0.1168	0.1122	0.1141
COVID00065	Therapeutic nature	CHP01958	0.14	0.1674	0.1695
COVID00065	Therapeutic nature	CHP02298	0.1706	0.1693	0.1696
COVID00065	Therapeutic nature	Medicinal flavor	0.14	0.175	0.1669
COVID00065	Therapeutic nature	Meridian tropism	0.0584	0.0733	0.0665
COVID00065	CHP01723	CHP01723	0.0994	0.0982	0.1137
COVID00065	CHP01958	CHP01958	0.3154	0.1602	0.1725
COVID00065	CHP02298	CHP02298	0.1668	0.1508	0.172
COVID00065	Medicinal flavor	Medicinal flavor	0.1436	0.175	0.1669
COVID00065	Meridian tropism	Meridian tropism	0.0554	0.0738	0.0639
COVID00065	Therapeutic nature	Therapeutic nature	0.14	0.175	0.1669
COVID00070	CHP00303	Medicinal flavor	0.0282	0.0354	0.0561
COVID00070	CHP00303	Meridian tropism	0.0178	0.0212	0.0279
COVID00070	CHP00303	Therapeutic nature	0.0453	0.0473	0.0849
COVID00070	CHP00341	Medicinal flavor	0.0922	0.056	0.0564
COVID00070	CHP00341	Meridian tropism	0.0634	0.0338	0.028
COVID00070	CHP00341	Therapeutic nature	0.1516	0.0748	0.0853
COVID00070	CHP01118	Medicinal flavor	0.0269	0.0346	0.056
COVID00070	CHP01118	Meridian tropism	0.0156	0.0207	0.0278
COVID00070	CHP01118	Therapeutic nature	0.0419	0.0464	0.0848
COVID00070	CHP01508	Medicinal flavor	0.0217	0.036	0.0571
COVID00070	CHP01508	Meridian tropism	0.0128	0.0215	0.0284
COVID00070	CHP01508	Therapeutic nature	0.034	0.0482	0.0863
COVID00070	CHP01723	Medicinal flavor	0.0394	0.0316	0.058
COVID00070	CHP01723	Meridian tropism	0.02	0.0189	0.0288
COVID00070	CHP01723	Therapeutic nature	0.0548	0.0422	0.0878
COVID00070	CHP01771	Medicinal flavor	0.0175	0.0298	0.0545
COVID00070	CHP01771	Meridian tropism	0.009	0.0179	0.0271
COVID00070	CHP01771	Therapeutic nature	0.0243	0.04	0.0825
COVID00070	CHP02298	Medicinal flavor	0.1312	0.0465	0.0547
COVID00070	CHP02298	Meridian tropism	0.0579	0.0282	0.0272
COVID00070	CHP02298	Therapeutic nature	0.1613	0.062	0.0827
COVID00070	CHP03635	Medicinal flavor	0.0565	0.0407	0.0556
COVID00070	CHP03635	Meridian tropism	0.0347	0.0245	0.0277
COVID00070	CHP03635	Therapeutic nature	0.0923	0.0544	0.0842
COVID00070	CHP05162	Medicinal flavor	0.059	0.0458	0.0536
COVID00070	CHP05162	Meridian tropism	0.0323	0.0274	0.0267
COVID00070	CHP05162	Therapeutic nature	0.0889	0.0615	0.0811
COVID00070	CHP05477	Medicinal flavor	0.0718	0.0526	0.0581
COVID00070	CHP05477	Meridian tropism	0.0388	0.0314	0.0289
COVID00070	CHP05477	Therapeutic nature	0.1066	0.0708	0.0879
COVID00070	CHP06191	Medicinal flavor	0.0459	0.0306	0.0556
COVID00070	CHP06191	Meridian tropism	0.0252	0.0183	0.0276
COVID00070	CHP06191	Therapeutic nature	0.0641	0.041	0.0841
COVID00070	Medicinal flavor	CHP00303	0.137	0.1655	0.1101
COVID00070	Medicinal flavor	CHP00341	0.1333	0.1886	0.1196
COVID00070	Medicinal flavor	CHP01118	0.1392	0.1677	0.1135
COVID00070	Medicinal flavor	CHP01508	0.1254	0.1433	0.1012
COVID00070	Medicinal flavor	CHP01723	0.1094	0.1283	0.096
COVID00070	Medicinal flavor	CHP01771	0.1819	0.2004	0.1254
COVID00070	Medicinal flavor	CHP02298	0.1454	0.1943	0.1252
COVID00070	Medicinal flavor	CHP03635	0.1476	0.1938	0.1203
COVID00070	Medicinal flavor	CHP05162	0.155	0.1942	0.1263
COVID00070	Medicinal flavor	CHP05477	0.1253	0.1608	0.1086
COVID00070	Medicinal flavor	CHP06191	0.164	0.1966	0.1204
COVID00070	Medicinal flavor	Meridian tropism	0.0178	0.065	0.0076
COVID00070	Medicinal flavor	Therapeutic nature	0.0456	0.1438	0.0232
COVID00070	Meridian tropism	CHP00303	0.14	0.1536	0.0811
COVID00070	Meridian tropism	CHP00341	0.1358	0.1753	0.088
COVID00070	Meridian tropism	CHP01118	0.1379	0.1556	0.0835
COVID00070	Meridian tropism	CHP01508	0.1241	0.133	0.0745
COVID00070	Meridian tropism	CHP01723	0.1073	0.1189	0.0707
COVID00070	Meridian tropism	CHP01771	0.1787	0.1859	0.0923
COVID00070	Meridian tropism	CHP02298	0.1388	0.1801	0.0922
COVID00070	Meridian tropism	CHP03635	0.1474	0.1799	0.0885
COVID00070	Meridian tropism	CHP05162	0.1546	0.1804	0.093
COVID00070	Meridian tropism	CHP05477	0.1244	0.1494	0.0799
COVID00070	Meridian tropism	CHP06191	0.1612	0.1826	0.0886
COVID00070	Meridian tropism	Medicinal flavor	0.0314	0.101	0.0113
COVID00070	Meridian tropism	Therapeutic nature	0.0449	0.1344	0.0171
COVID00070	Therapeutic nature	CHP00303	0.1363	0.1526	0.1339
COVID00070	Therapeutic nature	CHP00341	0.1319	0.1738	0.1454
COVID00070	Therapeutic nature	CHP01118	0.1366	0.1545	0.138
COVID00070	Therapeutic nature	CHP01508	0.1226	0.1321	0.1231
COVID00070	Therapeutic nature	CHP01723	0.1066	0.1182	0.1167
COVID00070	Therapeutic nature	CHP01771	0.1773	0.1847	0.1524
COVID00070	Therapeutic nature	CHP02298	0.1397	0.1789	0.1522
COVID00070	Therapeutic nature	CHP03635	0.1448	0.1787	0.1462
COVID00070	Therapeutic nature	CHP05162	0.1529	0.1791	0.1535
COVID00070	Therapeutic nature	CHP05477	0.1229	0.1483	0.132
COVID00070	Therapeutic nature	CHP06191	0.1598	0.1813	0.1463
COVID00070	Therapeutic nature	Medicinal flavor	0.0308	0.1	0.0187
COVID00070	Therapeutic nature	Meridian tropism	0.0173	0.0603	0.0093
COVID00070	CHP00303	CHP00303	0.1698	0.0555	0.4028
COVID00070	CHP00341	CHP00341	0.33	0.0984	0.4393
COVID00070	CHP01118	CHP01118	0.1726	0.0557	0.4143
COVID00070	CHP01508	CHP01508	0.1302	0.0493	0.3764
COVID00070	CHP01723	CHP01723	0.1402	0.0403	0.3631
COVID00070	CHP01771	CHP01771	0.1046	0.0571	0.4454
COVID00070	CHP02298	CHP02298	0.2985	0.0866	0.4459
COVID00070	CHP03635	CHP03635	0.2652	0.0739	0.4361
COVID00070	CHP05162	CHP05162	0.2281	0.0857	0.4413
COVID00070	CHP05477	CHP05477	0.2531	0.0819	0.411
COVID00070	CHP06191	CHP06191	0.1901	0.0603	0.4358
COVID00070	Medicinal flavor	Medicinal flavor	0.0313	0.1079	0.0153
COVID00070	Meridian tropism	Meridian tropism	0.0173	0.0609	0.0056
COVID00070	Therapeutic nature	Therapeutic nature	0.0444	0.1332	0.0282
COVID00068	CHP00142	Medicinal flavor	0.0521	0.032	0.0239
COVID00068	CHP00142	Meridian tropism	0.0379	0.0216	0.0141
COVID00068	CHP00142	Therapeutic nature	0.0914	0.0479	0.0386
COVID00068	CHP00209	Medicinal flavor	0.0075	0.0152	0.027
COVID00068	CHP00209	Meridian tropism	0.0053	0.0103	0.0159
COVID00068	CHP00209	Therapeutic nature	0.0126	0.0229	0.0436
COVID00068	CHP00341	Medicinal flavor	0.0405	0.0307	0.0243
COVID00068	CHP00341	Meridian tropism	0.0332	0.0208	0.0143
COVID00068	CHP00341	Therapeutic nature	0.0732	0.0462	0.0391
COVID00068	CHP00361	Medicinal flavor	0.0135	0.0195	0.0251
COVID00068	CHP00361	Meridian tropism	0.0094	0.0132	0.0148
COVID00068	CHP00361	Therapeutic nature	0.0234	0.0293	0.0405
COVID00068	CHP01118	Medicinal flavor	0.0128	0.0174	0.0289
COVID00068	CHP01118	Meridian tropism	0.0088	0.0118	0.017
COVID00068	CHP01118	Therapeutic nature	0.0219	0.0261	0.0465
COVID00068	CHP01146	Medicinal flavor	0.0111	0.0159	0.0289
COVID00068	CHP01146	Meridian tropism	0.0078	0.0107	0.017
COVID00068	CHP01146	Therapeutic nature	0.0194	0.0238	0.0466
COVID00068	CHP01326	Medicinal flavor	0.0156	0.0169	0.0272
COVID00068	CHP01326	Meridian tropism	0.0109	0.0114	0.016
COVID00068	CHP01326	Therapeutic nature	0.0271	0.0253	0.0438
COVID00068	CHP01723	Medicinal flavor	0.0179	0.0159	0.0307
COVID00068	CHP01723	Meridian tropism	0.012	0.0107	0.0181
COVID00068	CHP01723	Therapeutic nature	0.0292	0.0238	0.0494
COVID00068	CHP01771	Medicinal flavor	0.0083	0.0148	0.0275
COVID00068	CHP01771	Meridian tropism	0.0057	0.01	0.0162
COVID00068	CHP01771	Therapeutic nature	0.0134	0.0221	0.0443
COVID00068	CHP02155	Medicinal flavor	0.0426	0.0227	0.0227
COVID00068	CHP02155	Meridian tropism	0.0324	0.0154	0.0134
COVID00068	CHP02155	Therapeutic nature	0.0722	0.0342	0.0367
COVID00068	CHP02298	Medicinal flavor	0.0686	0.0284	0.0263
COVID00068	CHP02298	Meridian tropism	0.0422	0.0191	0.0155
COVID00068	CHP02298	Therapeutic nature	0.1019	0.0424	0.0424
COVID00068	CHP02546	Medicinal flavor	0.0074	0.014	0.0252
COVID00068	CHP02546	Meridian tropism	0.006	0.0094	0.0149
COVID00068	CHP02546	Therapeutic nature	0.0132	0.0209	0.0406
COVID00068	CHP02606	Medicinal flavor	0.038	0.0366	0.0278
COVID00068	CHP02606	Meridian tropism	0.0278	0.0248	0.0164
COVID00068	CHP02606	Therapeutic nature	0.0677	0.0549	0.0448
COVID00068	CHP03591	Medicinal flavor	0.0365	0.0454	0.0285
COVID00068	CHP03591	Meridian tropism	0.0259	0.0307	0.0168
COVID00068	CHP03591	Therapeutic nature	0.0642	0.0679	0.0459
COVID00068	CHP03663	Medicinal flavor	0.015	0.0155	0.0226
COVID00068	CHP03663	Meridian tropism	0.0104	0.0104	0.0133
COVID00068	CHP03663	Therapeutic nature	0.0246	0.0232	0.0364
COVID00068	CHP04085	Medicinal flavor	0.0205	0.0164	0.0254
COVID00068	CHP04085	Meridian tropism	0.0145	0.011	0.015
COVID00068	CHP04085	Therapeutic nature	0.034	0.0245	0.0409
COVID00068	CHP04419	Medicinal flavor	0.0332	0.0298	0.0271
COVID00068	CHP04419	Meridian tropism	0.0237	0.0202	0.016
COVID00068	CHP04419	Therapeutic nature	0.0575	0.0448	0.0437
COVID00068	CHP04482	Medicinal flavor	0.005	0.0137	0.0274
COVID00068	CHP04482	Meridian tropism	0.0038	0.0092	0.0162
COVID00068	CHP04482	Therapeutic nature	0.0088	0.0205	0.0442
COVID00068	CHP04795	Medicinal flavor	0.0114	0.0153	0.0254
COVID00068	CHP04795	Meridian tropism	0.0075	0.0103	0.015
COVID00068	CHP04795	Therapeutic nature	0.0179	0.023	0.0409
COVID00068	CHP05501	Medicinal flavor	0.0163	0.0188	0.0263
COVID00068	CHP05501	Meridian tropism	0.0112	0.0127	0.0155
COVID00068	CHP05501	Therapeutic nature	0.0278	0.0281	0.0424
COVID00068	CHP05687	Medicinal flavor	0.0426	0.0226	0.023
COVID00068	CHP05687	Meridian tropism	0.0337	0.0153	0.0135
COVID00068	CHP05687	Therapeutic nature	0.0743	0.034	0.037
COVID00068	CHP06090	Medicinal flavor	0.0124	0.017	0.0285
COVID00068	CHP06090	Meridian tropism	0.0094	0.0114	0.0168
COVID00068	CHP06090	Therapeutic nature	0.0218	0.0254	0.046
COVID00068	CHP06191	Medicinal flavor	0.0209	0.0156	0.0253
COVID00068	CHP06191	Meridian tropism	0.0151	0.0105	0.0149
COVID00068	CHP06191	Therapeutic nature	0.0341	0.0234	0.0407
COVID00068	Medicinal flavor	CHP00142	0.14	0.1742	0.1032
COVID00068	Medicinal flavor	CHP00209	0.1617	0.1531	0.0895
COVID00068	Medicinal flavor	CHP00341	0.1432	0.1748	0.1025
COVID00068	Medicinal flavor	CHP00361	0.1729	0.1811	0.1008
COVID00068	Medicinal flavor	CHP01118	0.149	0.1508	0.0877
COVID00068	Medicinal flavor	CHP01146	0.1542	0.1515	0.0876
COVID00068	Medicinal flavor	CHP01326	0.1398	0.1525	0.0893
COVID00068	Medicinal flavor	CHP01723	0.1154	0.1143	0.074
COVID00068	Medicinal flavor	CHP01771	0.1905	0.1819	0.0975
COVID00068	Medicinal flavor	CHP02155	0.1588	0.2224	0.1166
COVID00068	Medicinal flavor	CHP02298	0.1475	0.175	0.0997
COVID00068	Medicinal flavor	CHP02546	0.1874	0.1844	0.1006
COVID00068	Medicinal flavor	CHP02606	0.1239	0.1447	0.0883
COVID00068	Medicinal flavor	CHP03591	0.1461	0.1656	0.0957
COVID00068	Medicinal flavor	CHP03663	0.2583	0.2987	0.1325
COVID00068	Medicinal flavor	CHP04085	0.1644	0.183	0.1003
COVID00068	Medicinal flavor	CHP04419	0.1318	0.147	0.0894
COVID00068	Medicinal flavor	CHP04482	0.193	0.1825	0.0976
COVID00068	Medicinal flavor	CHP04795	0.2286	0.2252	0.1115
COVID00068	Medicinal flavor	CHP05501	0.1239	0.1314	0.0832
COVID00068	Medicinal flavor	CHP05687	0.1351	0.1819	0.1039
COVID00068	Medicinal flavor	CHP06090	0.152	0.151	0.0882
COVID00068	Medicinal flavor	CHP06191	0.1689	0.1834	0.1005
COVID00068	Medicinal flavor	Meridian tropism	0.0108	0.0387	0.003
COVID00068	Medicinal flavor	Therapeutic nature	0.0244	0.0857	0.0081
COVID00068	Meridian tropism	CHP00142	0.1222	0.1921	0.09
COVID00068	Meridian tropism	CHP00209	0.1443	0.1679	0.078
COVID00068	Meridian tropism	CHP00341	0.1266	0.1924	0.0894
COVID00068	Meridian tropism	CHP00361	0.1522	0.1995	0.0878
COVID00068	Meridian tropism	CHP01118	0.1329	0.1642	0.0764
COVID00068	Meridian tropism	CHP01146	0.1372	0.1649	0.0764
COVID00068	Meridian tropism	CHP01326	0.1299	0.1672	0.0778
COVID00068	Meridian tropism	CHP01723	0.1044	0.1239	0.0645
COVID00068	Meridian tropism	CHP01771	0.1728	0.1982	0.085
COVID00068	Meridian tropism	CHP02155	0.1481	0.2474	0.1016
COVID00068	Meridian tropism	CHP02298	0.133	0.19	0.0869
COVID00068	Meridian tropism	CHP02546	0.1701	0.203	0.0877
COVID00068	Meridian tropism	CHP02606	0.1121	0.1592	0.077
COVID00068	Meridian tropism	CHP03591	0.1296	0.1818	0.0834
COVID00068	Meridian tropism	CHP03663	0.2348	0.3286	0.1155
COVID00068	Meridian tropism	CHP04085	0.1505	0.2014	0.0874
COVID00068	Meridian tropism	CHP04419	0.1206	0.1619	0.0779
COVID00068	Meridian tropism	CHP04482	0.177	0.199	0.0851
COVID00068	Meridian tropism	CHP04795	0.2044	0.247	0.0972
COVID00068	Meridian tropism	CHP05501	0.1107	0.1447	0.0725
COVID00068	Meridian tropism	CHP05687	0.1256	0.203	0.0906
COVID00068	Meridian tropism	CHP06090	0.1363	0.1644	0.0769
COVID00068	Meridian tropism	CHP06191	0.1551	0.2019	0.0876
COVID00068	Meridian tropism	Medicinal flavor	0.0127	0.0641	0.0044
COVID00068	Meridian tropism	Therapeutic nature	0.0214	0.0956	0.0071
COVID00068	Therapeutic nature	CHP00142	0.1295	0.1703	0.1223
COVID00068	Therapeutic nature	CHP00209	0.1508	0.1493	0.106
COVID00068	Therapeutic nature	CHP00341	0.1329	0.1706	0.1214
COVID00068	Therapeutic nature	CHP00361	0.1604	0.177	0.1193
COVID00068	Therapeutic nature	CHP01118	0.1384	0.1465	0.1038
COVID00068	Therapeutic nature	CHP01146	0.1437	0.1471	0.1037
COVID00068	Therapeutic nature	CHP01326	0.1328	0.1486	0.1058
COVID00068	Therapeutic nature	CHP01723	0.1078	0.1108	0.0877
COVID00068	Therapeutic nature	CHP01771	0.1779	0.1767	0.1154
COVID00068	Therapeutic nature	CHP02155	0.15	0.2184	0.1381
COVID00068	Therapeutic nature	CHP02298	0.1365	0.1696	0.1181
COVID00068	Therapeutic nature	CHP02546	0.1752	0.1801	0.1192
COVID00068	Therapeutic nature	CHP02606	0.1168	0.1414	0.1046
COVID00068	Therapeutic nature	CHP03591	0.1378	0.1618	0.1133
COVID00068	Therapeutic nature	CHP03663	0.2416	0.2916	0.157
COVID00068	Therapeutic nature	CHP04085	0.1543	0.1787	0.1188
COVID00068	Therapeutic nature	CHP04419	0.1242	0.1437	0.1059
COVID00068	Therapeutic nature	CHP04482	0.1804	0.1774	0.1156
COVID00068	Therapeutic nature	CHP04795	0.2131	0.2196	0.132
COVID00068	Therapeutic nature	CHP05501	0.1152	0.1284	0.0985
COVID00068	Therapeutic nature	CHP05687	0.1277	0.179	0.1231
COVID00068	Therapeutic nature	CHP06090	0.1415	0.1467	0.1044
COVID00068	Therapeutic nature	CHP06191	0.1582	0.1791	0.119
COVID00068	Therapeutic nature	Medicinal flavor	0.0134	0.0564	0.006
COVID00068	Therapeutic nature	Meridian tropism	0.01	0.038	0.0035
COVID00068	CHP00142	CHP00142	0.346	0.0971	0.4913
COVID00068	CHP00209	CHP00209	0.0928	0.041	0.4809
COVID00068	CHP00341	CHP00341	0.3276	0.0949	0.4947
COVID00068	CHP00361	CHP00361	0.1894	0.0618	0.5035
COVID00068	CHP01118	CHP01118	0.1809	0.046	0.5028
COVID00068	CHP01146	CHP01146	0.1532	0.0419	0.5032
COVID00068	CHP01326	CHP01326	0.1979	0.045	0.4821
COVID00068	CHP01723	CHP01723	0.1507	0.0314	0.4512
COVID00068	CHP01771	CHP01771	0.1132	0.0467	0.5322
COVID00068	CHP02155	CHP02155	0.3842	0.0893	0.5271
COVID00068	CHP02298	CHP02298	0.3171	0.0855	0.5215
COVID00068	CHP02546	CHP02546	0.1098	0.0452	0.5042
COVID00068	CHP02606	CHP02606	0.2992	0.0915	0.4878
COVID00068	CHP03591	CHP03591	0.3273	0.1272	0.5409
COVID00068	CHP03663	CHP03663	0.2652	0.081	0.595
COVID00068	CHP04085	CHP04085	0.2158	0.0526	0.5059
COVID00068	CHP04419	CHP04419	0.2504	0.0765	0.4815
COVID00068	CHP04482	CHP04482	0.0958	0.0434	0.5317
COVID00068	CHP04795	CHP04795	0.1497	0.0612	0.5621
COVID00068	CHP05501	CHP05501	0.1807	0.0433	0.4344
COVID00068	CHP05687	CHP05687	0.3413	0.0723	0.4745
COVID00068	CHP06090	CHP06090	0.1613	0.0445	0.5
COVID00068	CHP06191	CHP06191	0.1938	0.0502	0.5048
COVID00068	Medicinal flavor	Medicinal flavor	0.0144	0.0572	0.005
COVID00068	Meridian tropism	Meridian tropism	0.0094	0.0431	0.0026
COVID00068	Therapeutic nature	Therapeutic nature	0.0226	0.0842	0.0096
COVID00073	CHP00209	Medicinal flavor	0.0133	0.0229	0.0374
COVID00073	CHP00209	Meridian tropism	0.0088	0.0146	0.0212
COVID00073	CHP00209	Therapeutic nature	0.0208	0.0316	0.0593
COVID00073	CHP00303	Medicinal flavor	0.0264	0.0274	0.0369
COVID00073	CHP00303	Meridian tropism	0.0163	0.0174	0.0209
COVID00073	CHP00303	Therapeutic nature	0.0403	0.0378	0.0585
COVID00073	CHP00316	Medicinal flavor	0.0214	0.0274	0.036
COVID00073	CHP00316	Meridian tropism	0.0133	0.0173	0.0204
COVID00073	CHP00316	Therapeutic nature	0.0328	0.0377	0.0571
COVID00073	CHP00513	Medicinal flavor	0.0207	0.0221	0.0392
COVID00073	CHP00513	Meridian tropism	0.0137	0.014	0.0222
COVID00073	CHP00513	Therapeutic nature	0.0324	0.0306	0.0622
COVID00073	CHP01118	Medicinal flavor	0.0216	0.0264	0.0379
COVID00073	CHP01118	Meridian tropism	0.0134	0.0167	0.0215
COVID00073	CHP01118	Therapeutic nature	0.0327	0.0363	0.0601
COVID00073	CHP01508	Medicinal flavor	0.0184	0.0269	0.0377
COVID00073	CHP01508	Meridian tropism	0.0115	0.017	0.0214
COVID00073	CHP01508	Therapeutic nature	0.0282	0.037	0.0598
COVID00073	CHP01717	Medicinal flavor	0.1475	0.0932	0.0449
COVID00073	CHP01717	Meridian tropism	0.0878	0.0591	0.0255
COVID00073	CHP01717	Therapeutic nature	0.207	0.1272	0.0712
COVID00073	CHP01771	Medicinal flavor	0.014	0.0223	0.0368
COVID00073	CHP01771	Meridian tropism	0.0096	0.0142	0.0209
COVID00073	CHP01771	Therapeutic nature	0.0224	0.0308	0.0584
COVID00073	CHP02546	Medicinal flavor	0.0177	0.0211	0.0364
COVID00073	CHP02546	Meridian tropism	0.0112	0.0134	0.0207
COVID00073	CHP02546	Therapeutic nature	0.027	0.0291	0.0577
COVID00073	CHP03635	Medicinal flavor	0.047	0.0326	0.0361
COVID00073	CHP03635	Meridian tropism	0.0281	0.0207	0.0205
COVID00073	CHP03635	Therapeutic nature	0.0708	0.0452	0.0573
COVID00073	CHP04173	Medicinal flavor	0.0847	0.0272	0.0371
COVID00073	CHP04173	Meridian tropism	0.0603	0.0174	0.021
COVID00073	CHP04173	Therapeutic nature	0.1366	0.0374	0.0587
COVID00073	CHP04795	Medicinal flavor	0.0182	0.0228	0.0357
COVID00073	CHP04795	Meridian tropism	0.0129	0.0146	0.0202
COVID00073	CHP04795	Therapeutic nature	0.0294	0.0314	0.0566
COVID00073	CHP05477	Medicinal flavor	0.0486	0.0393	0.0379
COVID00073	CHP05477	Meridian tropism	0.0302	0.025	0.0215
COVID00073	CHP05477	Therapeutic nature	0.0708	0.0541	0.0601
